Method,Path,Protocol,Host,Cookie,Sec-Ch-Ua,Sec-Ch-Ua-Mobile,Sec-Ch-Ua-Platform,Upgrade-Insecure-Requests,User-Agent,Accept,Sec-Fetch-Site,Sec-Fetch-Mode,Sec-Fetch-Dest,Referer,Accept-Encoding,Accept-Language,Content-Length,Content-Type,Origin,X-Xsrf-Token,Sec-Fetch-User,Connection,Pragma,Cache-Control,Upgrade,Sec-WebSocket-Version,Sec-WebSocket-Key
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=17539.400000000373,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=18545.900000000373,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=19536.900000000373,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=20545,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=21537.299999999814,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=22543.400000000373,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POST,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/max-fps,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",1_x000D_,text/plain;charset=UTF-8_x000D_,https://cloud.anylogic.com_x000D_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=23535.5,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=24541.700000000186,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=33542.5,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POST,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/max-fps,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",2_x000D_,text/plain;charset=UTF-8_x000D_,https://cloud.anylogic.com_x000D_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=50367.90000000037,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=true&time=50937.799999999814,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=53984.59999999963,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/frames?fullFrame=false&time=54976.799999999814,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/resources?path=./3d/truck.dae,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GET,/nodes/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/sessions/e8b42ba4-f1da-4d16-b557-5046cd34e7bd/resources?path=./3d/tree_1.dae,HTTP/2_x000D_,cloud.anylogic.com_x000D_,_ga=GA1.2.618405683.1663067584; _gid=GA1.2.1417503650.1664277311; XSRF-TOKEN=076b73fb-4b6b-4382-b8e5-30207b204772_x000D_,"""Chromium"";v=""105"", ""Not)A;Brand"";v=""8""_x000D_",?0_x000D_,"""Windows""_x000D_",0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.102 Safari/537.36_x000D_",*/*_x000D_,same-origin_x000D_,cors_x000D_,empty_x000D_,https://cloud.anylogic.com/assets/embed/cloud.html_x000D_,"gzip, deflate_x000D_","ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
